season,index,category,term,clean_term
winter 2024,43,Clothing,tweed blazer,tweed blazer
winter 2024,43,Clothing,plush jackets,plush jacket
winter 2024,43,Clothing,plush coats,plush coat
winter 2024,43,Shoes,knee high boots,knee high boot
winter 2024,43,Colors,various colors,variou color
winter 2024,43,Materials,various materials,variou material
winter 2024,43,Materials,plush textures,plush texture
winter 2024,43,Trends,oversized coats,oversized coat
winter 2024,43,Trends,layering with different patterns,layering with different pattern
winter 2024,43,Trends,monochrome looks,monochrome look
winter 2024,43,Patterns,check patterns,check pattern
winter 2024,43,Patterns,heritage style,heritage style
winter 2024,44,Clothing,coats,coat
winter 2024,44,Clothing,fur coats,fur coat
winter 2024,44,Clothing,sweatpants,sweatpant
winter 2024,44,Clothing,bean,bean
winter 2024,44,Clothing,sea,sea
winter 2024,44,Clothing,tights,tight
winter 2024,44,Clothing,burgundy tights,burgundy tight
winter 2024,44,Clothing,lace tights,lace tight
winter 2024,44,Clothing,gray tights,gray tight
winter 2024,44,Clothing,thick brown tights,thick brown tight
winter 2024,44,Clothing,green tights,green tight
winter 2024,44,Clothing,blue tights,blue tight
winter 2024,44,Clothing,all brown outfit,all brown outfit
winter 2024,44,Clothing,leg warmers,leg warmer
winter 2024,44,Shoes,heel boots,heel boot
winter 2024,44,Shoes,yeti boots,yeti boot
winter 2024,44,Shoes,boots (generic),boot (generic)
winter 2024,44,Shoes,sneakers,sneaker
winter 2024,44,Shoes,heels,heel
winter 2024,44,Shoes,kitten heels,kitten heel
winter 2024,44,Shoes,ugg boots,ugg boot
winter 2024,44,Accessories,fur hats,fur hat
winter 2024,44,Accessories,headband,headband
winter 2024,44,Accessories,bucket hat,bucket hat
winter 2024,44,Accessories,leg warmers,leg warmer
winter 2024,44,Accessories,socks,sock
winter 2024,44,Colors,burgundy,burgundy
winter 2024,44,Colors,gray,gray
winter 2024,44,Colors,brown,brown
winter 2024,44,Colors,green,green
winter 2024,44,Colors,blue,blue
winter 2024,44,Materials,fur,fur
winter 2024,44,Trends,big top a little bottom,big top a little bottom
winter 2024,45,Clothing,faux fur coat,faux fur coat
winter 2024,45,Clothing,dress,dress
winter 2024,45,Shoes,heeled knee high boots,heeled knee high boot
winter 2024,45,Shoes,chunky moon boots,chunky moon boot
winter 2024,45,Accessories,hat,hat
winter 2024,45,Accessories,leather or faux fur gloves,leather or faux fur glove
winter 2024,45,Accessories,dark sunnies,dark sunnie
winter 2024,45,Accessories,faux fur headbands,faux fur headband
winter 2024,45,Materials,leather,leather
winter 2024,45,Materials,faux fur,faux fur
winter 2024,45,Trends,MobWyfarra trend,mobwyfarra trend
winter 2024,45,Trends,Slavic Girl,slavic girl
winter 2024,46,Clothing,oversized hoodies,oversized hoodie
winter 2024,46,Clothing,oversized jackets,oversized jacket
winter 2024,46,Clothing,ripped jeans,ripped jean
winter 2024,46,Clothing,beanies,beanie
winter 2024,46,Clothing,chunky knit sweaters,chunky knit sweater
winter 2024,46,Clothing,high-waisted jeans,high-waisted jean
winter 2024,46,Clothing,skirts,skirt
winter 2024,46,Clothing,vintage style outerwear (Sherpa Line denim jackets),vintage style outerwear (sherpa line denim jackets)
winter 2024,46,Clothing,faux fur coats,faux fur coat
winter 2024,46,Clothing,plaid jackets,plaid jacket
winter 2024,46,Clothing,oversized puffer jackets,oversized puffer jacket
winter 2024,46,Clothing,wide leg pants,wide leg pant
winter 2024,46,Clothing,cargo pants,cargo pant
winter 2024,46,Clothing,crop tops,crop top
winter 2024,46,Clothing,turtle necks,turtle neck
winter 2024,46,Shoes,platform boots,platform boot
winter 2024,46,Shoes,sneakers,sneaker
winter 2024,46,Accessories,layered necklaces,layered necklace
winter 2024,46,Accessories,bright oversized scarves,bright oversized scarve
winter 2024,46,Colors,neutral tones,neutral tone
winter 2024,46,Trends,oversized clothing,oversized clothing
winter 2024,46,Trends,comfy pieces,comfy piece
winter 2024,46,Trends,vintage style,vintage style
winter 2024,46,Patterns,plaid,plaid
winter 2024,47,Clothing,Appraiske Wear,appraiske wear
winter 2024,47,Clothing,Fur Coats,fur coat
winter 2024,47,Colors,brown,brown
winter 2024,47,Materials,wool,wool
winter 2024,47,Materials,fur,fur
winter 2024,47,Trends,Office Core,office core
winter 2024,47,Trends,Siren Core,siren core
winter 2024,47,Trends,unjogener style,unjogener style
winter 2024,47,Trends,Haley Bieber,haley bieber
winter 2024,47,Trends,Charlie X X,charlie x x
winter 2024,47,Trends,Brianna,brianna
winter 2024,48,Clothing,oversized outerwear,oversized outerwear
winter 2024,48,Clothing,long loose coats,long loose coat
winter 2024,48,Clothing,puffer jackets,puffer jacket
winter 2024,48,Clothing,tweet jackets,tweet jacket
winter 2024,48,Clothing,trench coats,trench coat
winter 2024,48,Clothing,knit sweaters,knit sweater
winter 2024,48,Clothing,simple black and white outfits,simple black and white outfit
winter 2024,48,Shoes,chunky boots,chunky boot
winter 2024,48,Colors,"monochrome (black, gray, beige)","monochrome (black, gray, beige)"
winter 2024,48,Materials,"sustainable materials (organic cotton, recycled fabrics)","sustainable material (organic cotton, recycled fabrics)"
winter 2024,48,Trends,oversized outerwear trend,oversized outerwear trend
winter 2024,48,Trends,tweet jackets trend,tweet jacket trend
winter 2024,48,Trends,plaid pattern trend,plaid pattern trend
winter 2024,48,Trends,monochrome trend,monochrome trend
winter 2024,48,Trends,eco-friendly fashion trend,eco-friendly fashion trend
winter 2024,48,Trends,layering with turtlenecks trend,layering with turtleneck trend
winter 2024,48,Patterns,plaid patterns,plaid pattern
fall 2024,0,Clothing,cardigan,cardigan
fall 2024,0,Clothing,bag,bag
fall 2024,0,Clothing,boot cut jeans,boot cut jean
fall 2024,0,Clothing,denim on denim,denim on denim
fall 2024,0,Shoes,shoes,shoe
fall 2024,0,Accessories,bag,bag
fall 2024,0,Colors,Pops of Color,pop of color
fall 2024,0,Trends,Pops of Color,pop of color
fall 2024,0,Trends,boot cut jeans,boot cut jean
fall 2024,0,Trends,denim on denim,denim on denim
fall 2024,0,Trends,Animal Print,animal print
fall 2024,0,Patterns,Animal Print,animal print
fall 2024,0,Patterns,giraffe print,giraffe print
fall 2024,1,Clothing,sweater,sweater
fall 2024,1,Clothing,t-shirt,t-shirt
fall 2024,1,Clothing,red coat,red coat
fall 2024,1,Clothing,blazer,blazer
fall 2024,1,Clothing,suit,suit
fall 2024,1,Clothing,jeans,jean
fall 2024,1,Clothing,skirt,skirt
fall 2024,1,Clothing,red tights,red tight
fall 2024,1,Clothing,trousers,trouser
fall 2024,1,Clothing,heeled boot,heeled boot
fall 2024,1,Clothing,pants,pant
fall 2024,1,Clothing,news boy cap,new boy cap
fall 2024,1,Shoes,shoes,shoe
fall 2024,1,Shoes,heels,heel
fall 2024,1,Accessories,jewelry,jewelry
fall 2024,1,Accessories,scarf,scarf
fall 2024,1,Accessories,hoop earrings,hoop earring
fall 2024,1,Colors,red,red
fall 2024,1,Trends,low-rise trend,low-rise trend
fall 2024,1,Trends,baggy pant trend,baggy pant trend
fall 2024,1,Trends,preppy aesthetic,preppy aesthetic
fall 2024,2,Clothing,flats,flat
fall 2024,2,Clothing,lady jackets,lady jacket
fall 2024,2,Clothing,leopard,leopard
fall 2024,2,Shoes,flats,flat
fall 2024,2,Trends,trends and how to style the flats,trend and how to style the flat
fall 2024,2,Trends,lady jackets are definitely having a moment,lady jacket are definitely having a moment
fall 2024,2,Patterns,leopard,leopard
fall 2024,3,Trends,Coca,coca
fall 2024,3,Trends,clean girl aesthetic,clean girl aesthetic
fall 2024,3,Trends,mob wife,mob wife
fall 2024,3,Trends,strawberry makeup,strawberry makeup
fall 2024,3,Trends,rejecting trends,rejecting trend
fall 2024,3,Trends,embracing personal style,embracing personal style
fall 2024,5,Clothing,matching denim set,matching denim set
fall 2024,5,Clothing,tee,tee
fall 2024,5,Accessories,bag,bag
fall 2024,5,Accessories,studs,stud
fall 2024,5,Colors,brown,brown
fall 2024,5,Colors,darker blue,darker blue
fall 2024,5,Trends,Swade,swade
fall 2024,5,Trends,fringe,fringe
fall 2024,5,Other,embellishments,embellishment
fall 2024,5,Other,glossy hair,glossy hair
fall 2024,5,Other,boyfriend's tee,boyfriend' tee
fall 2024,5,Other,Enzbo (assumed to be a brand or style),enzbo (assumed to be a brand or style)
fall 2024,6,Clothing,faux fur coats,faux fur coat
fall 2024,6,Clothing,fair isle knits,fair isle knit
fall 2024,6,Clothing,shearling and Sherpa clothes,shearling and sherpa clothe
fall 2024,6,Clothing,moon boots,moon boot
fall 2024,6,Clothing,monochromatic white outfits,monochromatic white outfit
fall 2024,6,Clothing,v-neck sweaters,v-neck sweater
fall 2024,6,Clothing,cable knits,cable knit
fall 2024,6,Clothing,skirts,skirt
fall 2024,6,Shoes,moon boots,moon boot
fall 2024,6,Accessories,faux fur bags,faux fur bag
fall 2024,6,Accessories,headpieces,headpiece
fall 2024,6,Accessories,gloves,glove
fall 2024,6,Accessories,fair isle omnits,fair isle omnit
fall 2024,6,Colors,white,white
fall 2024,6,Colors,light beige,light beige
fall 2024,6,Colors,tan,tan
fall 2024,6,Colors,oatmeal,oatmeal
fall 2024,6,Colors,Sherpa color,sherpa color
fall 2024,6,Materials,faux fur,faux fur
fall 2024,6,Materials,shearling,shearling
fall 2024,6,Materials,Sherpa,sherpa
fall 2024,6,Trends,faux fur everything,faux fur everything
fall 2024,6,Trends,fair isle,fair isle
fall 2024,6,Trends,shearling and Sherpa,shearling and sherpa
fall 2024,6,Trends,monochromatic white outfits,monochromatic white outfit
fall 2024,6,Trends,old money quiet luxury,old money quiet luxury
fall 2024,6,Trends,preppy,preppy
fall 2024,6,Patterns,fair isle,fair isle
fall 2024,7,Clothing,vest,vest
fall 2024,7,Clothing,jacket,jacket
fall 2024,7,Clothing,skirt (or maxi skirt),skirt (or maxi skirt)
fall 2024,7,Clothing,chunky motoboot,chunky motoboot
fall 2024,7,Clothing,pants,pant
fall 2024,7,Clothing,Jean Paul Gaultier top,jean paul gaultier top
fall 2024,7,Clothing,Simon Miller partially sheer dress,simon miller partially sheer dress
fall 2024,7,Clothing,top by Free People,top by free people
fall 2024,7,Clothing,Isabel Marant accent,isabel marant accent
fall 2024,7,Shoes,slouchy leopard print boots,slouchy leopard print boot
fall 2024,7,Shoes,leopard print loafers,leopard print loafer
fall 2024,7,Shoes,tall leopard print boots,tall leopard print boot
fall 2024,7,Shoes,leopard kitten heel,leopard kitten heel
fall 2024,7,Shoes,ballerinas,ballerina
fall 2024,7,Accessories,leopard print hat,leopard print hat
fall 2024,7,Accessories,leopard bag by Stella McCartney,leopard bag by stella mccartney
fall 2024,7,Accessories,Isabel Marant leopard print,isabel marant leopard print
fall 2024,7,Trends,Zipper print,zipper print
fall 2024,7,Trends,Leopard print,leopard print
fall 2024,7,Patterns,polka dot,polka dot
fall 2024,7,Patterns,stripes,stripe
fall 2024,7,Patterns,leopard print,leopard print
fall 2024,8,Colors,deep shades of red,deep shade of red
fall 2024,8,Colors,burgundy,burgundy
fall 2024,8,Colors,oxblood,oxblood
fall 2024,8,Trends,no florals were spring,no floral were spring
fall 2024,9,Clothing,dress,dress
fall 2024,9,Clothing,maxi skirts,maxi skirt
fall 2024,9,Clothing,hoodies,hoodie
fall 2024,9,Clothing,maxi coats,maxi coat
fall 2024,9,Clothing,cardie,cardie
fall 2024,9,Clothing,call,call
fall 2024,9,Accessories,gold jewelry,gold jewelry
fall 2024,9,Accessories,silver jewelry,silver jewelry
fall 2024,9,Colors,burgundy,burgundy
fall 2024,9,Colors,gray,gray
fall 2024,9,Colors,navy,navy
fall 2024,9,Trends,polka dot dress,polka dot dress
fall 2024,9,Trends,structured maxi skirts,structured maxi skirt
fall 2024,9,Trends,hoodies under everything,hoodie under everything
fall 2024,9,Trends,hoodies under maxi coats,hoodie under maxi coat
fall 2024,9,Patterns,polka dot,polka dot
fall 2024,10,Clothing,fur paired with sheer skirts,fur paired with sheer skirt
fall 2024,10,Clothing,sheer in general,sheer in general
fall 2024,10,Clothing,cocktail jewelry,cocktail jewelry
fall 2024,10,Clothing,bows and belts on bags,bow and belt on bag
fall 2024,10,Clothing,unique hair pieces,unique hair piece
fall 2024,10,Accessories,cocktail jewelry,cocktail jewelry
fall 2024,10,Accessories,bows and belts on bags,bow and belt on bag
fall 2024,10,Accessories,unique hair pieces,unique hair piece
fall 2024,10,Colors,peachy tones,peachy tone
fall 2024,10,Materials,fur,fur
fall 2024,10,Materials,velvet,velvet
fall 2024,10,Trends,sheer,sheer
fall 2024,10,Trends,cocktail jewelry,cocktail jewelry
fall 2024,10,Trends,bows and belts on bags,bow and belt on bag
fall 2024,10,Trends,unique hair pieces,unique hair piece
fall 2024,10,Trends,velvet in peachy tones,velvet in peachy tone
fall 2024,11,Clothing,baggy skirts,baggy skirt
fall 2024,11,Clothing,sweaters,sweater
fall 2024,11,Clothing,skirts (summer and fall-friendly),skirt (summer and fall-friendly)
fall 2024,11,Clothing,lace skirt,lace skirt
fall 2024,11,Clothing,brown denim skirt,brown denim skirt
fall 2024,11,Clothing,trench coat,trench coat
fall 2024,11,Clothing,brown skirt,brown skirt
fall 2024,11,Clothing,mini skirt,mini skirt
fall 2024,11,Shoes,suede boots,suede boot
fall 2024,11,Accessories,clutch purses,clutch purse
fall 2024,11,Accessories,writing boots,writing boot
fall 2024,11,Colors,fall-friendly colors,fall-friendly color
fall 2024,11,Colors,dark brown,dark brown
fall 2024,11,Colors,gray,gray
fall 2024,11,Materials,suede,suede
fall 2024,11,Materials,leather,leather
fall 2024,11,Trends,baggy on baggy styles,baggy on baggy style
fall 2024,11,Trends,breaking up outfits with lace skirts,breaking up outfit with lace skirt
fall 2024,11,Trends,dark brown moment,dark brown moment
fall 2024,11,Trends,writing boots trend,writing boot trend
fall 2024,12,Clothing,dress,dress
fall 2024,12,Clothing,suit,suit
fall 2024,12,Clothing,Berber jackets,berber jacket
fall 2024,12,Clothing,tweed blazers,tweed blazer
fall 2024,12,Clothing,PJs,pj
fall 2024,12,Clothing,skirts,skirt
fall 2024,12,Clothing,fur,fur
fall 2024,12,Clothing,barrel leg pants,barrel leg pant
fall 2024,12,Clothing,denim,denim
fall 2024,12,Clothing,shorts,short
fall 2024,12,Accessories,Caki,caki
fall 2024,12,Colors,red,red
fall 2024,12,Colors,cherry,cherry
fall 2024,12,Trends,Euroful Fashion Transprediction,euroful fashion transprediction
fall 2024,12,Trends,corporate style,corporate style
fall 2024,12,Trends,British countryside,british countryside
fall 2024,12,Trends,high colors,high color
fall 2024,12,Trends,feathers,feather
fall 2024,12,Trends,oversized,oversized
fall 2024,12,Trends,barrel leg pants,barrel leg pant
fall 2024,12,Trends,denim,denim
fall 2024,12,Trends,Caki,caki
fall 2024,13,Clothing,2024 jacket,2024 jacket
fall 2024,13,Clothing,barn jacket,barn jacket
fall 2024,13,Clothing,trench coat,trench coat
fall 2024,13,Clothing,dress,dress
fall 2024,13,Clothing,mume one,mume one
fall 2024,13,Clothing,crock jacket,crock jacket
fall 2024,13,Clothing,toggle jackets,toggle jacket
fall 2024,13,Shoes,heel,heel
fall 2024,13,Materials,canvas,canva
fall 2024,13,Materials,quilted,quilted
fall 2024,13,Materials,leather,leather
fall 2024,13,Materials,gavardine,gavardine
fall 2024,13,Materials,suede,suede
fall 2024,13,Materials,cord,cord
fall 2024,13,Trends,barn jacket trend,barn jacket trend
fall 2024,13,Trends,trench coat trend,trench coat trend
fall 2024,13,Trends,cinch waist blazer trend,cinch waist blazer trend
fall 2024,13,Trends,toggle jackets trend,toggle jacket trend
fall 2024,14,Clothing,dress,dress
fall 2024,14,Clothing,blazers,blazer
fall 2024,14,Clothing,coats,coat
fall 2024,14,Accessories,cherry red accessories,cherry red accessorie
fall 2024,14,Accessories,leather accessories,leather accessorie
fall 2024,14,Accessories,leopard accessories,leopard accessorie
fall 2024,14,Accessories,sunglasses,sunglasse
fall 2024,14,Accessories,bags,bag
fall 2024,14,Accessories,heels,heel
fall 2024,14,Accessories,plaid scarves,plaid scarve
fall 2024,14,Colors,cherry red,cherry red
fall 2024,14,Colors,beige,beige
fall 2024,14,Colors,black,black
fall 2024,14,Colors,espresso brown,espresso brown
fall 2024,14,Colors,white,white
fall 2024,14,Colors,burgundy,burgundy
fall 2024,14,Materials,leather,leather
fall 2024,14,Materials,polyester,polyester
