season,index,category,term
fall 2024,19,Colors,burgundy
fall 2024,19,Colors,chocobrown
fall 2024,19,Materials,leather
fall 2024,19,Trends,oversized
fall 2024,19,Trends,monochrome
fall 2024,19,Trends,full head to toe
fall 2024,20,Clothing,long coat
fall 2024,20,Clothing,dress
fall 2024,20,Clothing,suits
fall 2024,20,Shoes,pointed toe heels
fall 2024,20,Accessories,embags
fall 2024,20,Accessories,sheer tights
fall 2024,20,Accessories,gloves
fall 2024,20,Accessories,scarf
fall 2024,20,Colors,cream
fall 2024,20,Colors,burgundy
fall 2024,20,Colors,blue
fall 2024,20,Trends,long coats
fall 2024,20,Trends,burgundy
fall 2024,20,Trends,pointed toe heels
fall 2024,20,Trends,sheer tights
fall 2024,20,Trends,gloves
fall 2024,20,Trends,blue
fall 2024,21,Clothing,trench coat
fall 2024,21,Clothing,coat
fall 2024,21,Clothing,jacket
fall 2024,21,Clothing,striped pants
fall 2024,21,Clothing,shorts
fall 2024,21,Shoes,Hunter boots
fall 2024,21,Accessories,browns weighed bag
fall 2024,21,Accessories,gold hair jewels
fall 2024,21,Accessories,chunky gold bangle
fall 2024,21,Accessories,barrette
fall 2024,21,Colors,brown
fall 2024,21,Trends,browns weighed
fall 2024,21,Trends,Hunter boots resurgence
fall 2024,21,Patterns,stripes
fall 2024,21,Other,laid back ponytail
fall 2024,21,Other,"no key, just effortless style"
fall 2024,22,Clothing,50s inspired pieces
fall 2024,22,Clothing,dresses
fall 2024,22,Clothing,cute little matching sets
fall 2024,22,Clothing,co-ords
fall 2024,22,Clothing,tops
fall 2024,22,Clothing,full length button fest tops
fall 2024,22,Clothing,chunky cardigans
fall 2024,22,Clothing,"skirts (knee-length, midi, maxi)"
fall 2024,22,Clothing,pleated midi or maxi skirts
fall 2024,22,Clothing,structured fuller midi and maxi skirts
fall 2024,22,Clothing,plaid skirts
fall 2024,22,Trends,50s inspired
fall 2024,22,Trends,vintage play
fall 2024,22,Trends,chunky cardigans as sweaters
fall 2024,22,Trends,buttoned tops
fall 2024,22,Trends,knee-length skirts
fall 2024,22,Trends,pleated skirts
fall 2024,22,Trends,structured fuller midi and maxi skirts
fall 2024,22,Trends,plaid
fall 2024,22,Patterns,polka dot (implied in '50s inspired pieces')
fall 2024,23,Clothing,track pants
fall 2024,23,Clothing,blazer
fall 2024,23,Clothing,heels
fall 2024,23,Clothing,socks
fall 2024,23,Clothing,Mary Jane's
fall 2024,23,Clothing,trench jacket
fall 2024,23,Clothing,studded suede jacket
fall 2024,23,Clothing,baggy jeans
fall 2024,23,Clothing,denim button down
fall 2024,23,Clothing,lace maxi skirt
fall 2024,23,Clothing,oversized button down
fall 2024,23,Clothing,oversized sweater
fall 2024,23,Clothing,oversized blazer
fall 2024,23,Shoes,heels
fall 2024,23,Shoes,sneakers
fall 2024,23,Shoes,fur coat
fall 2024,23,Shoes,boots
fall 2024,23,Colors,colorful
fall 2024,23,Materials,suede
fall 2024,23,Materials,denim
fall 2024,23,Trends,dressy track pants
fall 2024,23,Trends,suede jackets
fall 2024,23,Trends,suede bags
fall 2024,23,Trends,suede boots
fall 2024,23,Trends,mix matched denim on denim
fall 2024,23,Trends,baggy on baggy looks
fall 2024,23,Trends,lace maxi skirts
fall 2024,24,Clothing,shears cardigans
fall 2024,24,Colors,different colors
fall 2024,24,Colors,bright color
fall 2024,24,Trends,cool girl chic
fall 2024,24,Other,one button
fall 2024,24,Other,fully done up
fall 2024,24,Other,buttoning at the bottom
fall 2024,24,Other,keeping it open
fall 2024,25,Clothing,swayed shorts
fall 2024,25,Clothing,cow hide jackets
fall 2024,25,Clothing,heeled loafers
fall 2024,25,Clothing,Mary Jane's
fall 2024,25,Shoes,heeled loafers
fall 2024,25,Shoes,Mary Jane's
fall 2024,25,Accessories,tassels
fall 2024,25,Materials,vintage
fall 2024,25,Materials,cow hide
fall 2024,25,Trends,swayed shorts
fall 2024,25,Trends,cow hide jackets
fall 2024,25,Trends,healed loafers
fall 2024,25,Other,event to store
fall 2024,25,Other,fake one
fall 2024,25,Other,super talons
fall 2024,25,Other,corporate to going out outfit
fall 2024,26,Clothing,coats
fall 2024,26,Clothing,blazers
fall 2024,26,Clothing,sweaters
fall 2024,26,Clothing,sway jacket
fall 2024,26,Clothing,skirt
fall 2024,26,Clothing,square toe boots
fall 2024,26,Clothing,moto boots
fall 2024,26,Shoes,ballet flats
fall 2024,26,Shoes,boots
fall 2024,26,Accessories,belts
fall 2024,26,Accessories,bags
fall 2024,26,Colors,green
fall 2024,26,Colors,brat green
fall 2024,26,Colors,AK
fall 2024,26,Colors,sharp truce
fall 2024,26,Colors,sage green
fall 2024,26,Materials,cow hide
fall 2024,26,Trends,cinched waist
fall 2024,26,Trends,western wear
fall 2024,26,Trends,studs
fall 2024,26,Patterns,leopard print
fall 2024,26,Patterns,cheetah print
fall 2024,27,Clothing,dress
fall 2024,27,Clothing,top
fall 2024,27,Clothing,sweaters
fall 2024,27,Clothing,moto jackets
fall 2024,27,Clothing,leather jackets
fall 2024,27,Clothing,trench
fall 2024,27,Colors,bold colors
fall 2024,27,Materials,leather
fall 2024,27,Materials,cottage core texture
fall 2024,27,Trends,cottage core
fall 2024,27,Trends,ski core
fall 2024,27,Trends,Moto style
fall 2024,27,Trends,oversized style
fall 2024,27,Patterns,traditional pattern
fall 2024,27,Other,built-in belt
fall 2024,27,Other,extra zippers
fall 2024,27,Other,volume
fall 2024,27,Other,dimension
fall 2024,27,Other,fit
fall 2024,27,Other,cool
fall 2024,28,Clothing,pants
fall 2024,28,Clothing,button down
fall 2024,28,Clothing,utility green pants
fall 2024,28,Clothing,monochromatic moment
fall 2024,28,Clothing,green dress
fall 2024,28,Clothing,sweatshirt
fall 2024,28,Clothing,maxi skirt
fall 2024,28,Clothing,sneakers
fall 2024,28,Clothing,jacket
fall 2024,28,Clothing,fitted blazer
fall 2024,28,Clothing,oversized blazer
fall 2024,28,Clothing,blazer set
fall 2024,28,Clothing,mini skirt
fall 2024,28,Clothing,pleated skirt
fall 2024,28,Clothing,denim mini skirt
fall 2024,28,Clothing,loafers
fall 2024,28,Colors,green
fall 2024,28,Colors,pink
fall 2024,28,Trends,monochromatic
fall 2024,28,Trends,oversized blazer look
fall 2024,28,Trends,mini skirts
fall 2024,28,Patterns,lepor print
fall 2024,29,Clothing,mesh flats
fall 2024,29,Clothing,track pants
fall 2024,29,Clothing,white pants
fall 2024,29,Clothing,knit skirts
fall 2024,29,Clothing,mini skirt
fall 2024,29,Shoes,mesh flats
fall 2024,29,Colors,red
fall 2024,29,Colors,white
fall 2024,29,Colors,yellow
fall 2024,29,Trends,mesh flats trend
fall 2024,29,Trends,monochromatic look
fall 2024,29,Trends,statement tights
fall 2024,29,Trends,leopard print
fall 2024,29,Patterns,leopard print
fall 2024,30,Clothing,lasnab
fall 2024,30,Clothing,teddy coat
fall 2024,30,Clothing,snake print pants
fall 2024,30,Clothing,blazer
fall 2024,30,Clothing,jacket
fall 2024,30,Clothing,foldover boot
fall 2024,30,Shoes,foldover boot
fall 2024,30,Accessories,teddy hats
fall 2024,30,Accessories,belt
fall 2024,30,Colors,blush pink
fall 2024,30,Colors,stage green
fall 2024,30,Colors,gorgeous blue
fall 2024,30,Materials,teddy fabric
fall 2024,30,Trends,colored tights
fall 2024,30,Trends,monochromatic
fall 2024,30,Trends,off color
fall 2024,30,Trends,snake print
fall 2024,30,Patterns,snake print
fall 2024,31,Clothing,fur trimmed coats
fall 2024,31,Clothing,leather jacket
fall 2024,31,Clothing,cots with built-in scarves
fall 2024,31,Clothing,particular style of coat
fall 2024,31,Clothing,mergeriscy outfit
fall 2024,31,Clothing,brown trousers
fall 2024,31,Clothing,pointed flats
fall 2024,31,Clothing,denim
fall 2024,31,Clothing,sneakers
fall 2024,31,Clothing,cropped coat
fall 2024,31,Clothing,heeled loafers
fall 2024,31,Clothing,chunky loafer
fall 2024,31,Clothing,tailored suit sets
fall 2024,31,Clothing,midi skirts
fall 2024,31,Clothing,dress blazer
fall 2024,31,Shoes,pointed flats
fall 2024,31,Shoes,heeled loafers
fall 2024,31,Shoes,chunky loafer
fall 2024,31,Accessories,fur trim
fall 2024,31,Accessories,built-in scarf
fall 2024,31,Accessories,belt
fall 2024,31,Materials,leather
fall 2024,31,Materials,fur
fall 2024,31,Trends,fur trim
fall 2024,31,Trends,loafers
fall 2024,31,Trends,dress blazer combo
fall 2024,32,Clothing,double denim Canadian texito
fall 2024,32,Clothing,streamlined denim jacket
fall 2024,32,Clothing,skinny pants
fall 2024,32,Clothing,wide leg pants
fall 2024,32,Clothing,oversized blazer
fall 2024,32,Clothing,Adidas pants
fall 2024,32,Clothing,mini skirt
fall 2024,32,Clothing,mini dress
fall 2024,32,Clothing,a-line dress
fall 2024,32,Clothing,long skirt
fall 2024,32,Clothing,long mini skirt
fall 2024,32,Shoes,ballet flats
fall 2024,32,Shoes,kitten heel
fall 2024,32,Shoes,Mary Jane Barely flat
fall 2024,32,Shoes,pointed toe
fall 2024,32,Accessories,cardigan
fall 2024,32,Colors,neutrals
fall 2024,32,Materials,denim
fall 2024,32,Materials,knit
fall 2024,32,Trends,dramatic skirt trend
fall 2024,33,Clothing,colorless jackets
fall 2024,33,Clothing,turtle neck
fall 2024,33,Clothing,Ella Clawba's
fall 2024,33,Clothing,white fur coats
fall 2024,33,Clothing,fur coat (beige)
fall 2024,33,Clothing,leather trench coats
fall 2024,33,Shoes,leopard print shoes
fall 2024,33,Accessories,baseball cap
fall 2024,33,Colors,white
fall 2024,33,Colors,beige
fall 2024,33,Colors,brown
fall 2024,33,Materials,leather
fall 2024,33,Materials,fur
fall 2024,33,Materials,canvas
fall 2024,33,Trends,colorless jackets
fall 2024,33,Trends,white fur coats
fall 2024,33,Trends,leather trench coats
fall 2024,33,Trends,brown
fall 2024,33,Patterns,leopard print
fall 2024,34,Clothing,knit vests
fall 2024,34,Clothing,denim vest
fall 2024,34,Clothing,cardigans
fall 2024,34,Clothing,interesting tube tops
fall 2024,34,Clothing,backless tops
fall 2024,34,Clothing,two-piece sets
fall 2024,34,Clothing,pants version like this
fall 2024,34,Clothing,white t-shirt
fall 2024,34,Clothing,cute pair of jeans
fall 2024,34,Accessories,belts
fall 2024,34,Colors,gray
fall 2024,34,Colors,white
fall 2024,34,Colors,black
fall 2024,34,Colors,periwinkle blue
fall 2024,34,Colors,pale yellow
fall 2024,34,Materials,knit
fall 2024,34,Trends,micro trends
fall 2024,34,Trends,little top-naked bottoms format
fall 2024,34,Trends,backless outfits
fall 2024,34,Trends,matching sets
fall 2024,35,Clothing,stad bag
fall 2024,35,Clothing,western style jacket
fall 2024,35,Clothing,fringe jackets
fall 2024,35,Clothing,cargo dreams
fall 2024,35,Clothing,70s style boot
fall 2024,35,Clothing,utility belt
fall 2024,35,Clothing,outfit
fall 2024,35,Shoes,boots
fall 2024,35,Shoes,60s 70s style boot
fall 2024,35,Shoes,flats
fall 2024,35,Shoes,heels
fall 2024,35,Accessories,stud
fall 2024,35,Accessories,utility belt
fall 2024,35,Colors,yellow
fall 2024,35,Trends,stud trend
fall 2024,35,Trends,shabby chic
fall 2024,35,Trends,western style trend
fall 2024,35,Trends,fringe jackets trend
fall 2024,35,Trends,polka dots trend
fall 2024,35,Trends,70s style boot trend
fall 2024,35,Trends,utility belt trend
fall 2024,35,Patterns,polka dots
fall 2024,36,Clothing,dress
fall 2024,36,Clothing,vest
fall 2024,36,Clothing,hat
fall 2024,36,Clothing,oversized shirt (as a coat)
fall 2024,36,Clothing,jean-jordes over stockings
fall 2024,36,Shoes,shoes
fall 2024,36,Accessories,hat
fall 2024,36,Colors,green
fall 2024,36,Materials,jean-jordes
fall 2024,36,Trends,oversized shirt as a coat
fall 2024,36,Trends,jean-jordes over stockings
fall 2024,36,Other,makeup
fall 2024,36,Other,restaurant
fall 2024,37,Clothing,baseball hat
fall 2024,37,Clothing,slacks
fall 2024,37,Clothing,blazer
fall 2024,37,Clothing,sneakers
fall 2024,37,Clothing,blunt bob's
fall 2024,37,Clothing,natural hair texture
fall 2024,37,Shoes,sneakers
fall 2024,37,Accessories,"logo-free, minimalistic bags"
fall 2024,37,Accessories,pop of color
fall 2024,37,Colors,pop of color
fall 2024,37,Trends,mixing casual with formal attire
fall 2024,37,Trends,blunt bob's
fall 2024,37,Trends,"logo-free, minimalistic bags"
fall 2024,37,Trends,no makeup makeup look
fall 2024,38,Clothing,fest-inspired pieces
fall 2024,38,Clothing,lady jackets
fall 2024,38,Clothing,cardigans
fall 2024,38,Shoes,taller shaft ankle boots
fall 2024,38,Trends,menswear inspired trend
fall 2024,38,Trends,wide leg jeans
fall 2024,38,Trends,Chanel inspired pieces
fall 2024,38,Trends,leopard
fall 2024,39,Clothing,long white skirt
fall 2024,39,Clothing,midi dress
fall 2024,39,Clothing,suit jackets
fall 2024,39,Clothing,puffy skirt
fall 2024,39,Clothing,tailored jean jacket
fall 2024,39,Clothing,jeans
fall 2024,39,Clothing,mini-mitty dress
fall 2024,39,Clothing,graphic tees
fall 2024,39,Clothing,looser midi dress
fall 2024,39,Clothing,midi pants
fall 2024,39,Clothing,animal print dress
fall 2024,39,Colors,black
fall 2024,39,Colors,white
fall 2024,39,Colors,cream
fall 2024,39,Colors,brown
fall 2024,39,Colors,mustard yellow
fall 2024,39,Colors,army green
fall 2024,39,Colors,purple
fall 2024,39,Colors,cherry red
fall 2024,39,Trends,lady-like chic
fall 2024,39,Trends,elegant
fall 2024,39,Trends,sheathness
fall 2024,39,Trends,soft femininity
fall 2024,39,Trends,structured
fall 2024,39,Trends,midi dresses
fall 2024,39,Trends,edgy
fall 2024,39,Trends,silhouette
fall 2024,39,Trends,broad shoulders
fall 2024,39,Trends,emphasized waist
fall 2024,39,Trends,dramatic ruffles
fall 2024,39,Trends,dramatic folds
fall 2024,39,Trends,dramatic tops
fall 2024,39,Trends,dramatic necklines
fall 2024,39,Trends,high necks
fall 2024,39,Trends,1930s to 1940s and 50s fashion
fall 2024,39,Trends,French and European inspired
fall 2024,39,Trends,animal print
fall 2024,39,Patterns,polka dot
fall 2024,40,Clothing,pop of a darker cherry red
fall 2024,40,Clothing,top button card
fall 2024,40,Clothing,trench coats
fall 2024,40,Clothing,hoodies
fall 2024,40,Clothing,boxer shorts
fall 2024,40,Accessories,bag charms
fall 2024,40,Accessories,decorating your bags
fall 2024,40,Colors,pop of red
fall 2024,40,Colors,pop of a darker cherry red
fall 2024,40,Trends,top button card situation
fall 2024,40,Trends,trench coats
fall 2024,40,Trends,hoodies layered under trench coats and blazers
fall 2024,40,Trends,bag charms
fall 2024,40,Trends,decorating your bags
fall 2024,41,Clothing,suede skirt
fall 2024,41,Clothing,off shoulder sweater
fall 2024,41,Shoes,boots
fall 2024,41,Accessories,gold jewelry
fall 2024,41,Accessories,sunnies
fall 2024,41,Colors,brown tones
fall 2024,41,Materials,suede
fall 2024,41,Trends,warm toned outfit
fall 2024,41,Other,two bags
fall 2024,42,Clothing,dress
fall 2024,42,Clothing,boots
fall 2024,42,Clothing,shorts
fall 2024,42,Shoes,ankle parties
fall 2024,42,Shoes,shoes
fall 2024,42,Accessories,chunky bangles
fall 2024,42,Accessories,demure watches
fall 2024,42,Accessories,brooch
fall 2024,42,Trends,Papua
fall 2024,42,Trends,ankle parties
fall 2024,42,Trends,boots with shorts
fall 2024,42,Trends,90s influence
fall 2024,42,Trends,skinny jeans may or may not be coming back
fall 2024,43,Clothing,cardigan
fall 2024,43,Clothing,white shirt
fall 2024,43,Clothing,jeans
fall 2024,43,Clothing,black mini skirt
fall 2024,43,Clothing,red burgundy purse
fall 2024,43,Clothing,brown leather vintage jacket
fall 2024,43,Clothing,leopard print jeans
fall 2024,43,Clothing,off the shoulders sweaters
fall 2024,43,Shoes,red shoes
fall 2024,43,Accessories,red hair clip
fall 2024,43,Colors,red
fall 2024,43,Colors,burgundy
fall 2024,43,Colors,brown
fall 2024,43,Materials,leather
fall 2024,43,Trends,cardigan trend
fall 2024,43,Trends,red slash burgundy accents
fall 2024,43,Trends,brown leather vintage jacket vibe
fall 2024,43,Trends,leopard print trend
fall 2024,43,Trends,off the shoulders sweater trend
fall 2024,43,Patterns,leopard print
fall 2024,44,Clothing,transitional dress
fall 2024,44,Clothing,big top
fall 2024,44,Clothing,big bottom
fall 2024,44,Clothing,little skirt
fall 2024,44,Clothing,sun dress
fall 2024,44,Clothing,jeans
fall 2024,44,Clothing,sleek maxi skirt
fall 2024,44,Clothing,sneakers
fall 2024,44,Shoes,sneakers
fall 2024,44,Trends,"big top, big bottom"
fall 2024,44,Trends,"little skirt, big top"
fall 2024,44,Trends,jeans and something with buttons
fall 2024,44,Trends,"sleek maxi skirt, big top"
fall 2024,45,Clothing,animal print dress
fall 2024,45,Clothing,polka dot dress
fall 2024,45,Clothing,bombon mixed dress
fall 2024,45,Clothing,plaid dress
fall 2024,45,Clothing,striped dress
fall 2024,45,Clothing,patchwork blazer
fall 2024,45,Clothing,denim and Corduroy combos
fall 2024,45,Clothing,mixed media suits
fall 2024,45,Clothing,"different print, different color suit"
fall 2024,45,Accessories,sash check at Chanel
fall 2024,45,Accessories,sunglasses
fall 2024,45,Colors,dusty rose
fall 2024,45,Materials,animal print
fall 2024,45,Materials,polka dot
fall 2024,45,Materials,stripes
fall 2024,45,Materials,bombon
fall 2024,45,Materials,plaid
fall 2024,45,Materials,denim
fall 2024,45,Materials,Corduroy
fall 2024,45,Materials,mixed media
fall 2024,45,Materials,patchwork
fall 2024,45,Trends,pattern mixing
fall 2024,45,Trends,oversized sunglasses
fall 2024,45,Trends,smaller sunglasses
fall 2024,45,Trends,nude sunglasses
fall 2024,45,Trends,dusty rose trend
fall 2024,45,Patterns,polka dots
fall 2024,45,Patterns,stripes
fall 2024,45,Patterns,bombon
fall 2024,45,Patterns,plaid
fall 2024,45,Patterns,sash check
fall 2024,45,Patterns,different size plaid
fall 2024,45,Patterns,different color
fall 2024,46,Clothing,skinny jeans
fall 2024,46,Clothing,knee high leather boot
fall 2024,46,Clothing,cropped pants
fall 2024,46,Clothing,loafers
fall 2024,46,Clothing,button up shirts
fall 2024,46,Clothing,ankle boots
fall 2024,46,Clothing,jeans
fall 2024,46,Clothing,shambra shirts
fall 2024,46,Clothing,denim
fall 2024,46,Shoes,over the knee boots
fall 2024,46,Shoes,ankle booties
fall 2024,46,Shoes,loafers
fall 2024,46,Shoes,flat shoe
fall 2024,46,Shoes,ankle boots
fall 2024,46,Materials,leather
fall 2024,47,Clothing,trench coat
fall 2024,47,Clothing,shorts
fall 2024,47,Shoes,flat boots
fall 2024,47,Accessories,thin belt
fall 2024,47,Accessories,sunnies
fall 2024,47,Colors,black
fall 2024,47,Other,minimalistic base
fall 2024,47,Other,oversized
fall 2024,48,Clothing,shorts
fall 2024,48,Clothing,sweater
